Geo Point;Geo Shape;ID;adresse;patrimoine
43.6080104566, 1.42675701394;"{""type"": ""LineString"", ""coordinates"": [[1.434355496436946, 43.605256611287146], [1.432833055455024, 43.605849838044364], [1.431551178800603, 43.60630763503786], [1.430463582013185, 43.60669129551367], [1.42994586189657, 43.60687159438572], [1.428279965456684, 43.60744293175786], [1.426947118444836, 43.6079237363017], [1.425627865940823, 43.60841294079475], [1.42367416083718, 43.60912010759325], [1.421903424532074, 43.60975297909241], [1.420925752546906, 43.61011246048529], [1.420120888502068, 43.61040301735364], [1.419144536031478, 43.61072613501436]]}";79;ALLEE DE BARCELONE;158 PLATANE,162 CHARME,1 MAGNOLIA
43.6084652381, 1.44209689116;"{""type"": ""LineString"", ""coordinates"": [[1.441066853303652, 43.60833523981171], [1.441141502009717, 43.608465089759804], [1.441616046687491, 43.60869445873412], [1.441936946919609, 43.60883402993409], [1.442181159996272, 43.60892321872385], [1.442640914764006, 43.608894684980754], [1.442846470797661, 43.608675403250786], [1.442767904423013, 43.60835359796203], [1.442464139166752, 43.6081831928306], [1.441901268025565, 43.607916087325954], [1.441635899300469, 43.60781838902472], [1.441509161085724, 43.60780754307128]]}";92;PLACE ST SERNIN;59 TILLEUL,1 MICOCOULIER,1 ROBINIER
43.6073836787, 1.45392567155;"{""type"": ""LineString"", ""coordinates"": [[1.454048217222303, 43.60742122895324], [1.453927277334784, 43.60728071744606], [1.453803553182459, 43.607349420275135], [1.453920860422495, 43.60748440721551], [1.454048217222303, 43.60742122895324]]}";95;PLACE RIQUET;6 SOPHORA
43.5979845185, 1.48054029367;"{""type"": ""LineString"", ""coordinates"": [[1.492316034749836, 43.59374168131494], [1.491475518686441, 43.59374818793021], [1.490890401989706, 43.593869391833756], [1.490345980545811, 43.594073372907374], [1.489398230808018, 43.59441919778514], [1.488710288883434, 43.59468160166497], [1.488320038583679, 43.59480259944331], [1.486792209184235, 43.59536926670016], [1.485302886030708, 43.595902610546965], [1.485063243663015, 43.59598353312429], [1.483534429330682, 43.5965364389596], [1.482599647997304, 43.59686319055131], [1.482101638900206, 43.59706956377006], [1.481841090279712, 43.59723245377863], [1.481598075205157, 43.597448576374624], [1.481352474938907, 43.59781909169276], [1.481096514395504, 43.598151093546115], [1.480811811626784, 43.59837489026199], [1.480421307047062, 43.598605518951125], [1.478525257759558, 43.59966159795561], [1.478316043461041, 43.59978221039827], [1.47781231195217, 43.60006524996758], [1.477391889055243, 43.60023424815341], [1.476951926424103, 43.600430399356355], [1.476342678503871, 43.60060787663799], [1.476010534894358, 43.6007158933642], [1.47504892705507, 43.60085398941721], [1.474683777168663, 43.600873842207854], [1.473864431786995, 43.60090415137901], [1.471897575039662, 43.600813284283966], [1.470682678023671, 43.60077162572169], [1.468516486487324, 43.60070730924499]]}";133;ROUTE DE CASTRES;105 PLATANE
43.5911974319, 1.4588295115;"{""type"": ""LineString"", ""coordinates"": [[1.460196055339597, 43.58789669808185], [1.459939135597667, 43.58960940472263], [1.459877391077701, 43.58996405192256], [1.459794794011749, 43.590447271055766], [1.459727695375855, 43.59061543124146], [1.459674826333365, 43.59076733372668], [1.459656184438067, 43.59085846552641], [1.459633841478382, 43.59094680677203], [1.45959446975949, 43.59106233322463], [1.459477046308042, 43.591231649937576], [1.45926782657808, 43.591401570244834], [1.458994765897482, 43.59146098389173], [1.458151883251135, 43.592278560314575], [1.457457724754777, 43.59298115713076], [1.456882460573656, 43.593555573751715], [1.456453191488965, 43.59397476170764]]}";137;BVD MONTPLAISIR;45 PLATANE,5 ALBIZIA,2 SAULE TORTUEUX,3 CYPRES CHAUVE
43.5668849006, 1.46359527852;"{""type"": ""LineString"", ""coordinates"": [[1.46394954986703, 43.57031700846957], [1.464060501957823, 43.56960888148546], [1.464196000516508, 43.56851867478914], [1.464301767284489, 43.56761083419461], [1.464389832751818, 43.566907456061394], [1.464335749697245, 43.56665909294335], [1.464225307162268, 43.56650318897483], [1.463582511142501, 43.56592808083752], [1.46261551933486, 43.56490270824053], [1.46168092093789, 43.56397910853151]]}";217;CHEMIN DES MARAICHERS;72 TULIPIER
43.5662073443, 1.43974193197;"{""type"": ""LineString"", ""coordinates"": [[1.439504502567409, 43.56870500329933], [1.439523545310066, 43.56854991028134], [1.439707534575436, 43.567841446782666], [1.439900430288658, 43.566932058972746], [1.439819319334646, 43.566417397464484], [1.439862970693267, 43.56598757851942], [1.439805433845874, 43.5651899532212], [1.439777205697669, 43.56462208789022], [1.439441713156954, 43.563784157329856], [1.439422851785915, 43.563735467341616]]}";192;CHEMIN DES ETROITS;13 MARRONNIER,1 MICOCOULIER
43.5865889664, 1.43764560821;"{""type"": ""LineString"", ""coordinates"": [[1.437833389022645, 43.58657492015418], [1.437800612380145, 43.5866768291525], [1.437664649449258, 43.58673347075442], [1.437548429408557, 43.58670631456112], [1.437456020956067, 43.58663287290135], [1.43744255459651, 43.58656963607501], [1.437509730651254, 43.586499272241376], [1.437636499717969, 43.586458033892654], [1.437787115392301, 43.58646738008691], [1.437833389022645, 43.58657492015418]]}";189;ROND POINT COUSTEAU;6 PIN PARASOL,5 MICOCOULIER,3 SAULE TORTUEUX
43.590712736, 1.43904058972;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.439973648558601, 43.592259410807344], [1.439412710525009, 43.59108672652661], [1.439172728005745, 43.590589118768044], [1.439010034771539, 43.590363035189704], [1.43882758542249, 43.590221668963366], [1.438346612543968, 43.5899547345691], [1.438127466591532, 43.58972423809004], [1.437873236369237, 43.58934157272881]], [[1.439560699782992, 43.59119386204766], [1.439542557184879, 43.591193717906144]]]}";176;AVENUE DU GRAND RAMIER;14 PLATANE,22 PIN PARASOL,17 GLEDITSCHIA,41 MICOCOULIER,3 ERABLE,3 ROBINIER
43.5990161106, 1.42859148403;"{""type"": ""LineString"", ""coordinates"": [[1.42893223853522, 43.59920193290048], [1.428862886753716, 43.598769671924586], [1.428255175375797, 43.59883360162831], [1.428291598646959, 43.59922611799901], [1.42834617220408, 43.59925518611752], [1.42893223853522, 43.59920193290048]]}";349;PLACE DU RAVELIN;11 PLATANE
43.6001223068, 1.40369377251;"{""type"": ""LineString"", ""coordinates"": [[1.403685819222824, 43.60199496353228], [1.403629746993283, 43.601494331473845], [1.403653141129094, 43.60031126933383], [1.403724865708301, 43.59992479924972], [1.40381447788464, 43.59962356728438], [1.403809376725375, 43.59933746845677], [1.403728322804326, 43.59907134318226], [1.403695164949876, 43.59880039682611], [1.403686754201833, 43.5982565624978]]}";380;VOIE DU TOEC;64 ERABLE,9 MAGNOLIA,15 MELES,14 CHENE ROUGE
43.5606685679, 1.36586916341;"{""type"": ""LineString"", ""coordinates"": [[1.365594885590859, 43.56104105442219], [1.366255687819581, 43.560791056245705], [1.366007916531116, 43.560376324143284], [1.365289069586576, 43.56060609602776]]}";430;RUE MONMART;16 MICOCOULIER,1 PRUNIER
43.557393819, 1.3756138607;"{""type"": ""LineString"", ""coordinates"": [[1.377006053421177, 43.55866807334896], [1.376253027431462, 43.55797120031968], [1.375824917879357, 43.55757863232621], [1.375107087768333, 43.55692976203271], [1.374211052787531, 43.55613125563508]]}";498;CHEMIN DE PRILLOUME;16 POIRIER
43.5579679318, 1.38385834937;"{""type"": ""LineString"", ""coordinates"": [[1.383552591228337, 43.55763403427003], [1.384084177899306, 43.558106617071374], [1.383812254426161, 43.558268210362534]]}";505;RUE FIQUET;4 MURIER PLATANE,2 PRUNUSPISSARDI
43.5523253126, 1.38463766348;"{""type"": ""LineString"", ""coordinates"": [[1.387021403196066, 43.55451426942927], [1.386240788878142, 43.553813421033496], [1.385082849802345, 43.55274724213737], [1.384013804297601, 43.55174169573266], [1.382262357015872, 43.55012709927604]]}";529;CHEMIN DU LOUP;28 FRENE
43.5842589529, 1.37609454044;"{""type"": ""LineString"", ""coordinates"": [[1.376640061508463, 43.58482862190825], [1.375549019379844, 43.58368928387835]]}";284;RUE ZAHMENOFF;43 TULIPIER,9 CHARME,1 CHENE,2 CEDRE,3 PIN,4 LAGERSTROEMIA
43.5685569332, 1.41148892871;"{""type"": ""LineString"", ""coordinates"": [[1.412335970090626, 43.56834486893149], [1.411789761812066, 43.56851921115188], [1.411237732383014, 43.56862768029268], [1.41062534012209, 43.568688708475314]]}";300;RUE DAUPHINE;19 MICOCOULIER
43.5671113278, 1.41089357644;"{""type"": ""LineString"", ""coordinates"": [[1.411431895617954, 43.56700922607431], [1.411127174675252, 43.56707996974176], [1.410370187118789, 43.56719291922534], [1.410358500836023, 43.5672073785316]]}";301;RUE REGENCE;1 AILANTHE,1 MARRONNIER,1 GLEDITSCHIA,1 PRUNUS,1 CHENE ROUGE,9 ROBINIER,11 TILLEUL,14 MICOCOULIER,8 POIRIER DE CHINE
43.5657221106, 1.39925188156;"{""type"": ""LineString"", ""coordinates"": [[1.399706152257139, 43.56572337976542], [1.398797610856412, 43.5657208413935]]}";424;PLACE BELLEFONTAINE;20 CHENE VERT,8 ERABLE
43.6475103464, 1.43263058551;"{""type"": ""LineString"", ""coordinates"": [[1.432357248410332, 43.647637905551996], [1.432373337829661, 43.647482229289004], [1.432959959027141, 43.647514432237074], [1.433007014806524, 43.64748118618941]]}";7;PLACE PAUL RICHE;8 MICOCOULIER,20 PLATANE
43.6156903018, 1.43225794214;"{""type"": ""LineString"", ""coordinates"": [[1.432055706418396, 43.61587788145579], [1.432460177865691, 43.61550272214115]]}";28;RUE CHAUSSAS;6 MAGNOLIA
43.6365741242, 1.44394333905;"{""type"": ""LineString"", ""coordinates"": [[1.443871213151329, 43.63668872628927], [1.443911234284893, 43.636563334183904], [1.444060259492117, 43.636500439268495]]}";40;PLACE DES 3 COCUS;1 PLATANE,1 TILLEUL,1 CHARME PYRAMIDAL
43.6367883939, 1.46617120491;"{""type"": ""LineString"", ""coordinates"": [[1.465751074256241, 43.63641556222169], [1.46659133557321, 43.63716122562284]]}";58;IMPASSE BERTILLON;14 PLATANE
43.6375306493, 1.46752219421;"{""type"": ""LineString"", ""coordinates"": [[1.467419241641622, 43.637586140742755], [1.467625146785463, 43.63747515778706]]}";62;RUE DES AZALEES;7 MICOCOULIER
43.6077447671, 1.43477755552;"{""type"": ""LineString"", ""coordinates"": [[1.434918311931993, 43.60995328992015], [1.434636799109216, 43.60553624437626]]}";70;BVD A. DUPORTAL;111 MICOCOULIER,2 MARRONNIER,1 PALMIER,1 PEUPLIER,2 ERABLE,13 ORME,1 TILLEUL,2 SOPHORA,5 PLATANE
43.603459169, 1.45137518542;"{""type"": ""LineString"", ""coordinates"": [[1.451274720158487, 43.60356151015876], [1.451475650690138, 43.60335682785915]]}";87;PLACE ROLAND;4 PLATANE,2 BOULEAU
43.6118913807, 1.43068966567;"{""type"": ""LineString"", ""coordinates"": [[1.430496832613317, 43.6118351738939], [1.430882498718467, 43.61194758745669]]}";104;RUE ALARIC II;6 PLATANE
43.6013353643, 1.44693263959;"{""type"": ""LineString"", ""coordinates"": [[1.446908630899407, 43.60202767759126], [1.446906673193873, 43.6015470310744], [1.446985112726978, 43.600644227144606]]}";108;RUE DES ARTS;9 MAGNOLIA,1 PALMIER
43.607823247, 1.47166055109;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.466143311083076, 43.61392570650514], [1.466423262186252, 43.61367689665619], [1.466775452699715, 43.61321113513266], [1.467198414224458, 43.61262880505214], [1.467544033674848, 43.612157263707964], [1.467954791541748, 43.611722264180685], [1.468766558340881, 43.61088408703778], [1.469653103212901, 43.610087791504725], [1.470701035346223, 43.60927599875732], [1.471398744041483, 43.60879613445826], [1.472376115013085, 43.608084168826316], [1.472655523507365, 43.60786880466138], [1.472913371776489, 43.60755287771333], [1.47319858699269, 43.606936013364255]], [[1.473366500655658, 43.60646883125162], [1.473699923800202, 43.60570174820218], [1.474315864515969, 43.60450181829479]], [[1.474551387163116, 43.60413553301323], [1.475017603434952, 43.60373753759502], [1.475344714164666, 43.60340541003484], [1.475671821492494, 43.60307327520997], [1.475835866551497, 43.60287375556928], [1.475977842948668, 43.602607141429765], [1.476073772471732, 43.602340178407296], [1.476147415454615, 43.602022848931185], [1.476156084757039, 43.601420599040935], [1.476072437932186, 43.600834385748485]]]}";127;BVD DES CRETES;93 CHENE,11 ORME,47 TILLEUL,14 CHARME PYRAMIDAL,14 CYPRES
43.6016580839, 1.46434297253;"{""type"": ""LineString"", ""coordinates"": [[1.463807552097899, 43.60159151476929], [1.464878392965182, 43.60172465302514]]}";134;RUE DU PROF. MARTIN;5 TILLEUL
43.5996017004, 1.46777372928;"{""type"": ""LineString"", ""coordinates"": [[1.46766521584324, 43.599796111596206], [1.467608439558774, 43.59958184733759], [1.468069939708402, 43.59953808751112]]}";139;PLACE V. BASCH;6 PLATANE,4 ROBINIER,2 PEUPLIER
43.5993729789, 1.47580783884;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.475437254573513, 43.5994786686683], [1.475924468425927, 43.59912257487864]], [[1.475726413535927, 43.59959519292241], [1.476141017347362, 43.599283821055025]], [[1.475609617809694, 43.59955127429057], [1.476047800059219, 43.59922837928515]]]}";141;PLACE SUZANNE BUISSON;27 PLATANE
43.6011252585, 1.48134037428;"{""type"": ""LineString"", ""coordinates"": [[1.480533000813933, 43.6012362747846], [1.482147747739818, 43.60101424212548]]}";142;CHEMIN DES FONTANELLES;10 PLATANE,1 FRENE,1 TILLEUL
43.5976570746, 1.45095601891;"{""type"": ""LineString"", ""coordinates"": [[1.450991887591721, 43.597960116444675], [1.450920150225304, 43.5973540328216]]}";147;PLACE ST JACQUES;14 PLATANE,2 MAGNOLIA
43.600519699, 1.45063613784;"{""type"": ""LineString"", ""coordinates"": [[1.450463752169699, 43.60051834930601], [1.450808523512183, 43.60052104874372]]}";148;SQUARE SALIEGE;1 CEDRE,1 MAGNOLIA,1 HETRE,1 ARBRE DE JUDEE,1 CHATAIGNER,1 CHENE VERT,1 MICOCOULIER,1 ERABLE
43.5962484259, 1.44722710632;"{""type"": ""LineString"", ""coordinates"": [[1.445613750667832, 43.597745944219135], [1.446604267642044, 43.596850914955645], [1.448200922131865, 43.595320321746804], [1.448833396081449, 43.59474325560856]]}";149;RUE OZENNE;73 MICOCOULIER
43.5945279134, 1.44450842562;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.444688279004046, 43.59473595794071], [1.444136899391056, 43.594322501399965], [1.444201908775632, 43.59428717346506], [1.444770709866839, 43.5942999332965], [1.444779786260574, 43.59468392135917], [1.444724566490147, 43.594736238305565]], [[1.444016892705572, 43.59473785444546], [1.443984005301719, 43.594506197257466], [1.444075118120884, 43.59448053468988], [1.444452016863586, 43.59476046780407], [1.444413663717276, 43.59484023480652], [1.444035319421642, 43.59477383926679]], [[1.444960485194157, 43.59480043179377], [1.444962089603815, 43.594372192255676], [1.445239667284228, 43.594234202244515]]]}";158;PLACE DU SALIN;50 PLATANE,16 MICOCOULIER,2 POIRIER DE CHINE
43.5938875605, 1.44238889096;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.442305694582442, 43.593886273183934], [1.442669559922781, 43.59382320065926]], [[1.442104337042202, 43.594003379076334], [1.442250868730654, 43.59391222180324]]]}";161;RUE DU MOULIN DU CHÂTEAU;2 PLATANE
43.5910244179, 1.45319698577;"{""type"": ""LineString"", ""coordinates"": [[1.452916020692679, 43.59116042142922], [1.452937094963606, 43.5909627494519], [1.453411927156162, 43.59075543443177], [1.453350671240254, 43.591216564221014], [1.453277327963745, 43.59126874345667], [1.453114035427242, 43.59126746534239], [1.452952110672607, 43.591173885972324]]}";165;ROND POINT DES FRANCAIS LIBRE;23 TILLEUL,4 MICOCOULIER
43.5940270749, 1.4725675937;"{""type"": ""LineString"", ""coordinates"": [[1.470658013028935, 43.591906607793355], [1.472032092371018, 43.59275254004436], [1.472382291628627, 43.593110004069246], [1.473493201141101, 43.59505614363533], [1.473523909604927, 43.59518315515123], [1.473457423081994, 43.59539368388783], [1.47329148796196, 43.59613318051492], [1.473138407048812, 43.59670836796627]]}";166;BVD DELTOUR;1 ERABLE,78 MARRONNIER
43.594238336, 1.47553438502;"{""type"": ""LineString"", ""coordinates"": [[1.475088682721887, 43.59401744249271], [1.475980087316534, 43.59445922945568]]}";168;IMPASSE JELIOTTE;8 PLATANE,1 CHENE VERT,1 ROBINIER,1 PRUNUS
43.5840980978, 1.43070650799;"{""type"": ""LineString"", ""coordinates"": [[1.429770045262881, 43.58272031025061], [1.430973443043514, 43.584507890761024], [1.431665217134075, 43.58546032549192]]}";185;ALLEE F. JOURDANT;23 TULIPIER
43.5882368959, 1.4365341034;"{""type"": ""LineString"", ""coordinates"": [[1.436128592883596, 43.58795716443593], [1.436408768990352, 43.58800952908434], [1.436734905274249, 43.58847998285006], [1.436701662047212, 43.588501469333536], [1.436866616576564, 43.58858959899287]]}";186;ROND POINT BENECH;1 PLATANE,2 CHENE VERT,4 PIN PARASOL
43.5740647908, 1.453035288;"{""type"": ""LineString"", ""coordinates"": [[1.452366954722256, 43.57398624437623], [1.453042700493479, 43.574426632911305], [1.453515367262972, 43.57403001748022], [1.452839881460461, 43.57357222351806]]}";204;THEATRE J.JULIEN;27 PLATANE,41 TILLEUL
